zinc_id,smiles,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumValenceElectrons,NumChiralCentersUnassigned,NumChiralCentersAssigned,QED
ZINC000040899447,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,421.305,4.7112,76.13,1,4,4,3,96,0,0,0.662102175623352
ZINC000003817234,Cc1nnc(C(C)C)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,513.677,5.95092000000001,63.05,1,5,8,5,135,4,3,0.473786196640125
ZINC000000896409,OCCN(CCO)CCO,149.19,-1.7347,63.93,3,4,6,0,33,0,0,0.419530358360434
ZINC000001530728,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,314.411,1.459,83.58,2,7,10,1,72,0,0,0.38410287831471
ZINC000008101127,CC1(C)C(C=C/C=C\C=C/C=C2/N(CCCCS(=O)(=O)O)c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)O)c2ccc3ccccc3c21,754.007,9.0555,114.99,2,5,14,6,203,0,0,0.0571727345521815
ZINC000003780893,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,418.574,4.58560000000001,72.83,1,5,6,3,110,7,7,0.639062275020979
ZINC000000006427,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,284.746,3.1538,32.67,0,2,1,3,73,0,0,0.79164533623487
ZINC000000601283,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.793,3.92732,68.53,1,4,4,3,88,0,0,0.767806512052207
ZINC000000602128,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,388.895,4.1702,62.66,1,4,8,3,97,1,1,0.734852084560446
ZINC000004097343,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,705.647,5.57730000000001,104.7,0,12,11,7,174,3,3,0.174394288381583
ZINC000003956788,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,307.287,2.2289,111.43,1,7,4,2,69,0,0,0.401026656068316
ZINC000000001735,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],209.253,-0.1303,95.11,2,5,1,2,53,0,0,0.495929642127597
ZINC000003830947,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,777.088,-1.0143,188.45,8,8,10,1,96,1,1,0.138911718703314
ZINC000000897291,CCN1C(=O)N[C@@H](c2ccccc2)C1=O,204.229,1.2994,49.41,1,2,2,2,54,1,1,0.73801284780078
ZINC000029571072,CNCC(=O)OCc1cccnc1N(C)C(=O)O[C@H](C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,717.779,4.58458,159.37,2,12,13,5,179,3,3,0.13041838283662
ZINC000000113446,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,247.276,0.53442,95.1,0,6,5,1,55,0,0,0.558463504328349
ZINC000014879972,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,585.658,0.513200000000003,205.76,7,11,6,4,147,4,4,0.180875237306916
ZINC000003920027,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,500.579,4.43,80.67,1,6,4,4,115,9,9,0.575586089383378
ZINC000003914810,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,392.58,4.47790000000001,77.76,3,3,4,4,104,10,10,0.659162096020487
ZINC000003826253,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,401.438,2.3705,83.8,2,6,4,5,102,2,2,0.818518297156277
ZINC000004468778,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,453.458,-0.544799999999999,184.51,4,10,8,3,97,2,2,0.226185255065016
ZINC000000020244,CN(C)CCOC(c1ccccc1)c1ccccc1,255.361,3.3542,12.47,0,2,6,2,73,0,0,0.784550440095116
ZINC000004095858,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,430.717,8.84026,29.46,1,2,12,2,120,3,3,0.358643944478978
ZINC000003830405,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,454.519,-0.63608,156.09,2,12,7,4,94,2,2,0.405190453856772
ZINC000169946773,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,361.034,1.2661,98.66,4,4,7,1,75,1,1,0.550014922325627
ZINC000000643138,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,4.2058,69.06,0,7,7,5,126,2,2,0.455414497021447
ZINC000004097467,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,384.516,4.57530000000001,60.44,0,4,2,4,104,6,6,0.654195014587274
ZINC000256433952,C#C[C@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@]21CC,327.468,4.1437,52.82,2,3,1,4,91,6,6,0.431839522666792
ZINC000003201907,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,271.404,3.3834,12.47,0,2,1,4,77,3,3,0.776132215018127
ZINC000118912393,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,288.431,3.8792,37.3,1,2,0,4,80,6,6,0.734229611553432
ZINC000245224194,FS(F)(F)(F)(F)F,146.055,3.1694,0,0,0,0,0,12,0,0,0.460151936979608
ZINC000035342789,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,273.244,2.54542,100.67,2,5,3,2,69,0,0,0.387104860306182
ZINC000100015780,CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,332.464,2.8541,46.53,1,3,5,3,90,5,4,0.666102906786959
ZINC000000020231,Nc1cc(Cl)c(N=C2NCCN2)c(Cl)c1,245.113,1.7559,62.44,3,2,1,2,50,0,0,0.660359398694943
ZINC000008383240,N#C/C(=C1/SC[C@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1,354.287,5.06088,41.61,0,5,2,3,71,1,1,0.707068586654011
ZINC000003830986,Cc1c(OCC(F)(F)F)ccnc1C[S@](=O)c1nc2ccccc2[nH]1,369.368,3.51522,67.87,1,4,5,3,84,1,1,0.747285963982571
ZINC000000901061,O=C(O)[C@H](O)[C@@H](O)CO,136.103,-2.2149,97.99,4,4,3,0,26,2,2,0.352223808517466
ZINC000004428529,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,314.469,4.72350000000001,34.14,0,2,1,4,88,6,6,0.701319428177077
ZINC000000643153,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,4.2058,69.06,0,7,7,5,126,2,2,0.455414497021447
ZINC000096006009,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,267.31,1.67444,98.22,2,5,3,2,65,0,0,0.824195903866472
ZINC000003977952,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,342.297,-5.39559999999999,189.53,8,11,5,2,70,9,9,0.23789143451935
ZINC000003995811,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S@](=O)CCCC(F)(F)C(F)(F)F)[C@@H]3[C@@H]1CC[C@@H]2O,606.782,8.6826,57.53,2,3,14,4,143,7,7,0.164586201611397
ZINC000003920719,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,558.65,6.31360000000001,111.79,4,5,12,4,149,2,2,0.162760439349283
ZINC000000538509,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,388.464,2.5828,69.26,1,6,10,2,100,0,0,0.674743030110464
ZINC000001846431,O=C[C@H](F)[C@@H](O)[C@H](O)[C@H](O)CO,182.147,-2.4016,97.99,4,5,5,0,35,4,4,0.355178768000494
ZINC000011677857,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2/C(O)=N/Cc2ncccn2)cc1Cl,483.96,3.0066,128.88,3,9,9,4,120,1,1,0.310361143165812
ZINC000003799072,OCc1cc([C@@H](O)CNCCCCCCOCCCCc2ccccc2)ccc1O,415.574,4.1074,81.95,4,5,16,2,111,1,1,0.310320384832889
ZINC000013545634,CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,226.276,1.185,75.27,2,3,4,1,56,1,1,0.706783669024572
ZINC000001530862,COc1cc(N[C@@H](C)CCCN)c2ncccc2c1,259.353,2.7827,60.17,2,4,6,2,71,1,1,0.837128936045855
ZINC000100296828,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C\C(=O)O)n2)cc1,348.446,4.01532,53.43,1,3,6,3,98,0,0,0.801415146711145
ZINC000000895034,N[C@@H](CO)C(=O)O,105.093,-1.6094,83.55,3,3,2,0,21,1,1,0.39424034920477
ZINC000028973446,O=C(O)[C@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,314.728,2.5827,78.76,2,3,2,3,77,1,1,0.836206278856783
ZINC000003802690,C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO,277.284,-0.827800000000001,130.05,4,7,2,3,69,3,3,0.530114836956378
ZINC000022002218,CCc1c(C)[nH]c2c1C(=O)[C@@H](CN1CCOCC1)CC2,276.38,1.96282,45.33,1,3,3,3,74,1,1,0.917711580112694
ZINC000001530810,FCOC(C(F)(F)F)C(F)(F)F,200.053,2.4232,9.23,0,1,2,0,25,0,0,0.62165749739221
ZINC000004099009,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,656.662,2.7529,160.83,3,14,6,8,156,10,10,0.332795677727797
ZINC000000020259,CN[C@@H](C)[C@@H](O)c1ccccc1,165.236,1.3279,32.26,2,2,3,1,45,2,2,0.707818722891175
ZINC000100009278,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@@H](CO)c1ccccc1)C2,289.375,1.9309,49.77,1,4,4,3,77,4,4,0.860589944939315
ZINC000001530599,CCCN/C(O)=N/S(=O)(=O)c1ccc(Cl)cc1,276.745,1.9423,78.76,2,2,4,1,59,0,0,0.650640993257987
ZINC000000097996,CN1CCCN=C1/C=C/c1cccs1,206.314,2.4953,15.6,0,3,2,2,52,0,0,0.725611312124715
ZINC000096006020,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,853.918,3.7357,221.29,4,14,10,7,219,11,11,0.129786194451245
ZINC000003833846,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,567.796,4.74762,101.9,4,6,9,4,147,5,5,0.326500977362608
ZINC000003079342,C[N+](C)(C)CCOC(N)=O,147.198,-0.2121,52.32,1,2,3,0,35,0,0,0.561364039992951
ZINC000256097213,C[C@H](O)COC[C@@H]1O[C@H](O[C@@H]2[C@H](COC[C@H](C)O)O[C@@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@@H]2OC[C@H](C)O)[C@@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@H]1OC[C@H](C)O,806.937,-2.15639999999998,263.37,8,19,28,2,182,18,18,0.0418851092038745
ZINC000199517773,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1,297.141,0.4488,95.86,3,5,5,2,66,2,2,0.685746157522418
ZINC000001530759,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,341.451,3.2414,58.56,2,4,11,2,93,1,1,0.486535736638119
ZINC000000057146,Cn1c(=O)c2c(ncn2C[C@H](O)CO)n(C)c1=O,254.246,-2.2131,102.28,2,8,3,2,60,1,1,0.646083242408716
ZINC000003945984,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,370.533,4.4965,54.37,1,3,2,4,102,8,8,0.778689108828506
ZINC000064033452,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1,452.413,4.74702,97.75,2,5,5,5,114,0,0,0.580085720416139
ZINC000001530940,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,289.419,3.9242,29.54,0,3,8,2,79,0,0,0.53633847765836
ZINC000000000941,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,293.374,2.92876,78.29,0,5,4,2,83,0,0,0.867851313754979
ZINC000001530710,CN1C(=O)OC(C)(C)C1=O,143.142,0.3736,46.61,0,3,0,1,33,0,0,0.491934741035844
ZINC000053045055,C[C@H](COc1ccccc1)N(CCCl)Cc1ccccc1,303.833,4.1949,12.47,0,2,8,2,78,1,1,0.677882611502482
ZINC000001035331,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,244.207,-3.0115,143.72,4,8,3,2,54,4,4,0.442842031674371
ZINC000000002043,CN(C)CCO[C@H](c1ccc(Cl)cc1)c1ccccn1,290.794,3.4026,25.36,0,3,6,2,73,1,1,0.815173933312405
ZINC000000003876,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,307.397,3.24884,37.61,0,3,3,3,87,0,0,0.744697159308801
ZINC000004474414,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,400.647,6.73390000000001,40.46,2,2,6,3,112,5,5,0.518468603992753
ZINC000003875483,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,301.342,0.7452,70,2,5,0,5,79,4,4,0.739698012472715
ZINC000011616882,CNC(=O)c1ccccc1Sc1ccc2c(/C=C\c3ccccn3)n[nH]c2c1,386.48,4.6391,70.67,2,4,5,4,104,0,0,0.524190817351297
ZINC000052509366,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,489.931,5.5442,91.92,2,4,7,4,116,0,0,0.333090633196601
ZINC000003920028,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,484.967,4.0511,80.67,1,5,4,4,113,9,9,0.480676051331026
ZINC000028973441,O=C(O)[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,314.728,2.5827,78.76,2,3,2,3,77,1,1,0.836206278856783
ZINC000001530707,CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,309.453,4.292,20.31,0,2,7,2,89,1,1,0.760121278775854
ZINC000100001964,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,408.882,2.2663,99.88,2,7,8,2,97,1,1,0.502325910513048
ZINC000000020220,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.347,1.5833,74.57,2,5,3,4,84,0,0,0.893229876350722
ZINC000027641461,CCCCC[C@](C)(O)/C=C/[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,368.514,3.433,97.99,4,4,12,1,94,5,5,0.312440606305444
ZINC000001319780,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,467.65,4.4138,62.16,2,5,4,8,127,7,7,0.686738022566705
ZINC000043207238,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,444.524,2.96832,90.15,4,6,5,4,109,5,5,0.485915817326841
ZINC000003875439,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,401.444,1.89532,112.74,2,6,4,4,97,3,3,0.752450923070614
ZINC000245204924,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,290.832,3.6444,0,0,0,0,1,30,0,0,0.597603942176168
ZINC000033943508,CC1=C(/C=C/C(C)=C\C=C\C(C)=C/C(=O)O)C(C)(C)CCC1,300.442,5.60260000000001,37.3,1,1,5,1,84,0,0,0.529573195765613
ZINC000030690433,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,443.638,3.4707,43.86,0,5,5,4,113,0,0,0.604178080978621
ZINC000001530816,CCCN[C@@H](C)C(=O)Nc1ccccc1C,220.316,2.32162,41.13,2,2,5,1,60,1,1,0.799248444564381
ZINC000000002055,NC(=O)c1ccccc1O,137.138,0.4911,63.32,2,2,1,1,35,0,0,0.591271220835696
ZINC000008551180,CN[C@H]1[C@H](O)[C@H](O[C@@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H]([C@@H](C)NC)CC[C@H]3N)[C@H]2O)OC[C@@]1(C)O,477.603,-3.32749999999999,199.73,8,12,7,3,113,13,13,0.18159830996278
ZINC000003812984,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,257.377,3.0804,23.47,1,2,0,4,73,3,3,0.771814375089763
ZINC000000004319,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,328.412,2.1354,95.58,4,4,8,2,88,2,2,0.596838961611159
ZINC000030691420,C[C@@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,408.922,2.0209,94.83,3,5,2,4,99,9,9,0.607478364828709
ZINC000003812897,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,296.41,3.6126,40.46,2,2,0,4,84,5,5,0.718001836091158
ZINC000001530736,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,331.467,1.3225,83.33,2,8,10,1,71,0,0,0.379953466276068
ZINC000002599970,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1,344.411,2.2233,90.82,4,5,9,2,90,2,2,0.41360225768285
ZINC000003589203,CC(=O)N[C@@H](CS)C(=O)O,163.198,-0.4945,66.4,3,3,3,0,31,1,1,0.491542713437095
ZINC000003943279,CCCCCCOC(=O)/N=C(\N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,627.746,5.60260000000001,154.03,2,9,15,4,167,0,0,0.0741488245928222
ZINC000100014475,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],329.23,2.7346,94.35,0,5,3,2,72,0,0,0.36769009378169
ZINC000003930376,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,501.477,2.7025,166.98,1,13,11,2,116,0,0,0.20715245810966
ZINC000095619101,COc1ccccc1OC[C@H](O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,427.545,2.30804,74.27,2,6,9,3,113,1,1,0.639855056101408
ZINC000001530617,CC(C)N(CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.483,3.3619,59.22,1,3,8,2,95,1,1,0.802071198067748
ZINC000000001016,O=C(OOC(=O)c1ccccc1)c1ccccc1,242.23,2.6154,52.6,0,4,2,2,64,0,0,0.599663508662068
ZINC000003986735,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,488.017,3.31354,106.51,3,9,7,4,116,0,0,0.465717306097885
ZINC000000002216,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,289.545,5.1447,29.46,1,2,2,2,55,0,0,0.82868506280899
ZINC000100019007,CN(C)/N=N/c1[nH]cnc1C(N)=O,182.187,0.0688999999999999,99.73,2,4,3,1,44,0,0,0.510530543435686
ZINC000000601254,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C,365.842,2.71412,92.5,2,4,2,3,86,1,1,0.855302057799614
ZINC000095619100,COc1ccccc1OC[C@@H](O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,427.545,2.30804,74.27,2,6,9,3,113,1,1,0.639855056101408
ZINC000003976838,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,485.947,4.3899,88.61,2,7,8,4,119,1,1,0.457293353412371
ZINC000003875332,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,392.467,1.8957,94.83,3,5,2,4,99,8,8,0.667213496992105
ZINC000000897240,CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,381.907,4.2975,38.13,0,4,3,4,100,1,1,0.678552511607709
ZINC000000968257,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.411,4.1686,3.24,0,1,3,3,83,0,0,0.813678389354759
ZINC000001842633,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,255.361,3.72462,21.26,1,2,6,2,73,1,1,0.848995031772132
ZINC000000004028,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,315.482,4.2657,23.47,1,3,6,3,83,1,1,0.860475041560368
ZINC000019362737,CN1CCN([C@@H](c2ccccc2)c2ccc(Cl)cc2)CC1,300.833,3.6768,6.48,0,2,3,3,79,1,1,0.853074635255455
ZINC000003008621,CCCC(CCC)C(=O)O,144.214,2.2874,37.3,1,1,5,0,36,0,0,0.642371974553085
ZINC000000000853,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,263.381,2.6346,32.7,1,3,4,2,71,2,2,0.906175869093346
ZINC000003914808,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,392.58,4.47790000000001,77.76,3,3,4,4,104,10,10,0.659162096020487
ZINC000003800008,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,451.615,3.1939,71.68,2,4,8,4,123,3,3,0.604938442359552
ZINC000000000596,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,285.431,3.8826,23.47,1,2,2,3,81,3,3,0.833525924575312
ZINC000003931840,C=C[C@]1(C)C[C@@H](OC(=O)CSC2C[C@@H]3CC[C@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,517.776,5.25130000000001,66.84,1,6,5,5,133,11,10,0.39682626540964
ZINC000003875484,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,336.447,3.3322,57.53,2,3,0,4,87,7,7,0.71325104112854
ZINC000008214619,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,428.657,7.18070000000001,43.37,0,3,9,4,118,6,6,0.288412752193897
ZINC000019364242,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,292.244,-2.0712,155.68,4,6,11,0,62,0,0,0.333294737123963
ZINC000000896569,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.745,-0.3513,118.36,3,5,1,2,58,0,0,0.654458269030051
ZINC000000968303,CC(C)c1cccc(C(C)C)c1O,178.275,3.639,20.23,1,1,2,1,50,0,0,0.732676155910426
ZINC000002016037,Clc1ccc([C@H](Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,437.779,7.0161,27.05,0,4,6,4,93,1,1,0.324011370754021
ZINC000000057624,NC[C@H](O)c1ccc(O)c(O)c1,169.18,0.0899,86.71,4,4,2,1,41,1,1,0.472427207462258
ZINC000013763987,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,372.536,4.4596,9.49,0,2,4,3,110,0,0,0.733207663675853
ZINC000001530817,CCCN[C@H](C)C(=O)Nc1ccccc1C,220.316,2.32162,41.13,2,2,5,1,60,1,1,0.799248444564381
ZINC000043450324,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]13)OCO4,545.629,2.5807,123.99,2,10,9,5,137,4,4,0.447624791016929
ZINC000000001411,C=CCc1ccc(O)c(OC)c1,164.204,2.1293,29.46,1,2,3,1,44,0,0,0.693279663229388
ZINC000001552174,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,369.469,3.4647,81.93,1,6,7,4,99,0,0,0.755913406639335
ZINC000001530806,CC[C@]1(C)CC(=O)NC1=O,141.17,0.4492,46.17,1,2,1,1,35,1,1,0.538721864688861
ZINC000100006264,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,308.333,3.6096,67.51,1,4,4,3,84,1,1,0.74762581484196
ZINC000008214635,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,495.745,6.88190000000001,81.7,1,5,23,1,129,4,4,0.0948674729834446
ZINC000022116612,Oc1ccc([C@H]2CNCCc3c2cc(O)c(O)c3Cl)cc1,305.761,2.7344,72.72,4,4,1,3,74,1,1,0.6113669325066
ZINC000007997966,O=C1CN(/N=C\c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(O)=N1,314.257,1.9449,121.54,1,6,4,3,78,0,0,0.522601742625166
