zinc_id,smiles,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumValenceElectrons,NumChiralCentersUnassigned,NumChiralCentersAssigned,QED
ZINC000019875504,C#CCN[C@@H]1CCc2ccccc21,171.243,1.8967,12.03,1,1,2,2,51,1,1,0.670026120447503
ZINC000018203737,CC1=NN(c2ccccc2)C(=O)C1,174.203,1.7992,32.67,0,2,1,2,48,0,0,0.638544183383521
ZINC000003918453,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,475.523,0.940700000000001,156.27,5,7,7,4,113,6,6,0.362190798480483
ZINC000169746649,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,384.245,0.3606,124.44,4,6,9,2,99,2,2,0.463046152622588
ZINC000003917708,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,527.526,1.0289,185.84,5,11,4,5,131,6,6,0.305129156096515
ZINC000100036756,C[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@H]12,318.393,1.0627,59.06,1,4,4,4,84,5,5,0.512333158306654
ZINC000001530741,CNCCC=C1c2ccccc2CCc2ccccc21,263.384,3.8264,12.03,1,1,3,3,79,0,0,0.829967754213864
ZINC000003797541,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1,349.518,5.39860000000001,33.12,1,2,1,5,101,6,6,0.688781387100383
ZINC000004097286,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,430.541,2.7168,93.06,2,6,4,5,112,9,9,0.712452792074157
ZINC000085536990,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,810.466,5.71940000000001,158.13,2,11,6,4,198,14,14,0.146440975046788
ZINC000000968328,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,357.435,2.4909,71.53,1,6,7,3,89,1,1,0.820854752782777
ZINC000000968256,NC12CC3CC(CC(C3)C1)C2,151.253,1.9139,26.02,1,1,0,4,43,0,0,0.562066412771912
ZINC000004212809,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,441.524,2.5632,102.26,1,7,3,5,115,8,8,0.675607866302795
ZINC000004097383,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,572.875,6.11050000000001,52.6,0,4,4,6,156,10,10,0.301332798423627
ZINC000100071256,NC[C@H]1CC[C@@H](C(=O)O)CC1,157.213,0.8361,63.32,2,2,2,1,39,0,0,0.623852385934211
ZINC000013520815,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,272.388,3.6092,40.46,2,2,0,4,76,5,5,0.757169743555686
ZINC000169748244,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,251.05,1.56828,62.48,1,4,2,3,68,0,0,0.822575808189517
ZINC000000402830,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,343.898,5.10440000000001,12.47,0,2,6,3,90,2,2,0.722714522115412
ZINC000204073689,CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C\c1ccc(-c2cccc(F)c2)cn1,492.591,5.62950000000001,77.52,1,5,5,5,131,7,7,0.547646014610155
ZINC000003830993,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.872,4.5573,92.78,3,4,5,2,75,1,1,0.38815663223607
ZINC000014881137,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,326.633,7.34420000000001,0,0,0,18,0,92,0,0,0.182405527995823
ZINC000019632614,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.91,4.2756,68.74,1,7,8,4,108,0,0,0.517854527865434
ZINC000003861806,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,414.41,2.4092,92.68,1,8,4,5,104,4,4,0.762917321090077
ZINC000034676245,N[C@@H]1CON=C1O,102.093,-0.7846,67.84,2,3,0,1,22,1,1,0.421079152914066
ZINC000003830579,C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,352.454,2.7045,46.53,1,3,4,5,98,1,1,0.679789358637804
ZINC000019632670,CCN1C[C@H](CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,378.516,3.1733,32.78,0,3,6,4,106,1,1,0.7740303952237
ZINC000000897002,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,274.408,3.50644,32.34,1,2,4,2,76,1,1,0.910996282737818
ZINC000019144231,CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,319.88,4.8106,28.16,1,3,8,2,82,1,1,0.75641175721287
ZINC000008214614,CCCCCCCCCCCCCCCCO[P@@](=O)(O)OCC[N+](C)(C)C,408.584,6.30750000000001,55.76,1,3,20,0,101,1,1,0.145702737229669
ZINC000003813047,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,306.446,3.5431,46.53,1,3,0,4,82,7,7,0.696290853215463
ZINC000008220878,CCCCCCCN(CC)CCC[C@H](O)c1ccc(NS(C)(=O)=O)cc1,384.586,4.164,69.64,2,4,14,1,98,1,1,0.472519032897644
ZINC000004658560,C[C@H](O)C(=O)O,90.078,-0.5482,57.53,2,2,1,0,18,1,1,0.453935950647203
ZINC000021982937,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)[C@@H](COCc1ccccc1)C(=O)O,513.5,-1.09919999999999,205.45,5,9,20,1,119,1,1,0.140355266708618
ZINC000000004949,NCC1(CC(=O)O)CCCCC1,171.24,1.3703,63.32,2,2,3,1,43,0,0,0.673727329697875
ZINC000003873295,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,429.134,6.1178,39.41,0,4,6,3,87,0,0,0.350148407155942
ZINC000003881958,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,337.463,4.221,46.26,1,3,0,5,95,6,6,0.721043086619673
ZINC000085432544,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,810.989,3.9909,154.1,3,12,7,9,214,10,9,0.179801053533736
ZINC000003813042,CC(=O)Nc1nnc(S(N)(=O)=O)s1,222.251,-0.8561,115.04,2,6,2,1,42,0,0,0.631858692673233
ZINC000003830276,CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,603.75,2.8346,121.4,1,12,32,1,145,0,0,0.0962858493112641
ZINC000000010163,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,199.319,1.5602,12.47,0,3,0,4,47,2,2,0.587282080025364
ZINC000116473771,O=C1C(O)=C([C@H]2CC[C@@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,366.844,5.5051,54.37,1,3,2,4,95,0,0,0.76243600437804
ZINC000003795098,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,243.219,-2.563,130.83,4,8,2,2,55,4,4,0.448930489231489
ZINC000000896484,Clc1cccc(Cl)c1N=C1NCCN1,230.098,2.1737,36.42,2,1,1,2,47,0,0,0.77515013291106
ZINC000049783788,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,723.65,2.4622,215.22,5,13,10,5,168,6,6,0.150375354194037
ZINC000000001408,CCOC(=O)c1cncn1[C@H](C)c1ccccc1,244.294,2.6691,44.12,0,4,4,2,66,1,1,0.776550261358108
ZINC000001530951,CCC[C@](C)(COC(N)=O)COC(=O)NC(C)C,260.334,2.0227,90.65,2,4,7,0,62,1,1,0.732309564956292
ZINC000100036751,C[N+]1(C)[C@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@H]1O[C@@H]21,318.393,1.0627,59.06,1,4,4,4,84,6,6,0.512333158306654
ZINC000004214700,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@@H]2O,426.492,3.08132,84.39,1,7,4,5,111,1,1,0.690288795717062
ZINC000003860453,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,332.311,3.6658,75.99,2,5,0,5,90,0,0,0.614448228182123
ZINC000000895032,N[C@@H](CC(=O)O)C(=O)O,133.103,-1.127,100.62,3,3,3,0,27,1,1,0.452021255035378
ZINC000003982483,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,406.545,-0.856999999999997,122.49,5,8,7,2,92,9,9,0.37034350763057
ZINC000169621200,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,785.891,6.15784000000001,198.38,5,13,2,6,203,9,9,0.11485548301224
ZINC000029319828,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.522,4.7444,92.42,2,5,10,3,108,0,0,0.458535897261046
ZINC000252679615,O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(O)=N1,314.257,1.9449,121.54,1,6,4,3,78,0,0,0.522601742625166
ZINC000001530611,CNCCCN1c2ccccc2CCc2ccccc21,266.388,3.5328,15.27,1,2,4,3,78,0,0,0.851637154117279
ZINC000145401681,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,529.458,1.6565,158.18,3,10,10,3,121,6,6,0.305283229767962
ZINC000003913937,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,517.564,-0.240299999999996,156.43,3,7,6,4,123,4,4,0.344807401826886
ZINC000084757007,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,404.289,4.2371,68.01,1,5,5,4,84,0,0,0.644772058309004
ZINC000003079336,CC(=O)OCC[N+](C)(C)C,146.21,0.2557,26.3,0,2,3,0,36,0,0,0.421377787327469
ZINC000018043251,Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.167,-1.0397,72.68,1,5,0,2,44,0,0,0.562472235782798
ZINC000000896958,C[N+]1(C)CC[C@H](OC(=O)[C@@](O)(c2ccccc2)C2CCCC2)C1,318.437,2.4563,46.53,1,3,4,3,86,2,2,0.685077809316097
ZINC000012503187,Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,498.586,6.50732000000001,78.09,2,3,4,6,144,0,0,0.296607059728768
ZINC000000005152,CC(C)C[C@H](CN)CC(=O)O,159.229,1.0821,63.32,2,2,5,0,39,1,1,0.630619611055221
ZINC000003830264,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,435.44,-1.1725,201.58,4,10,7,2,91,2,2,0.174788224513646
ZINC000000896698,COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,277.408,3.0356,32.7,1,3,5,2,75,1,1,0.897682373141861
ZINC000053683345,COc1cc2/c(=N\c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,475.362,4.4261,62.74,1,5,5,4,106,0,0,0.593560925290803
ZINC000000000122,CN(C)CCO[C@@H](c1ccc(Cl)cc1)c1ccccn1,290.794,3.4026,25.36,0,3,6,2,73,1,1,0.815173933312405
ZINC000003802417,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,424.541,3.0514,89.87,3,4,8,3,114,3,3,0.606054227997806
ZINC000000599734,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,369.368,3.51522,67.87,1,4,5,3,84,1,1,0.747285963982571
ZINC000003842753,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,296.201,-0.8039,104.55,3,6,2,2,59,3,3,0.662291973938544
ZINC000016159083,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,427.564,4.6665,44.81,1,3,8,3,114,0,0,0.666091005927213
ZINC000011680943,C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN,263.385,1.1901,81.14,3,3,8,1,71,2,2,0.616227422729927
ZINC000000000096,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,319.246,3.9277,16.13,0,2,5,2,71,1,1,0.830054235952032
ZINC000000006156,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,273.357,2.01,60.16,1,2,5,2,71,1,1,0.905544626566324
ZINC000000388462,O=C(O)Cc1ccccc1,136.15,1.3137,37.3,1,1,2,1,36,0,0,0.665180232644755
ZINC000252678020,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,318.339,3.2015,56.84,1,4,9,1,73,0,0,0.432027738820179
ZINC000000001958,Cc1ccc(=O)n(-c2ccccc2)c1,185.226,2.14592,22,0,2,1,2,53,0,0,0.666820407215746
ZINC000014961096,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,339.399,0.394480000000001,97.05,1,7,3,3,91,1,1,0.872610282975981
ZINC000000968327,CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1,356.447,3.1596,68.29,1,5,7,3,90,1,1,0.825253909812776
ZINC000003830500,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,347.396,0.444900000000001,112.73,3,5,4,3,83,3,3,0.681612581250308
ZINC000004102194,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,500.629,2.5925,146.05,4,8,16,2,122,8,8,0.108655685801066
ZINC000145808877,CNc1ccc(/C=C\c2ccc(OCCOCCOCCF)nc2)cc1,360.429,3.6752,52.61,1,5,12,2,93,0,0,0.585402460522212
ZINC000028639340,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,700.791,4.5732,115.7,1,12,12,7,182,4,4,0.199951452153154
ZINC000004099200,COc1ccnc(C[S@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,383.376,2.8843,86.33,1,6,7,3,87,1,1,0.675197520503064
ZINC000008403947,CC(C)(N)Cc1ccccc1,149.237,1.9664,26.02,1,1,2,1,43,0,0,0.683167633338824
ZINC000001530701,CCCC(C)(COC(N)=O)COC(N)=O,218.253,0.983400000000001,104.64,2,4,6,0,50,0,0,0.69281601027145
ZINC000006627681,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.323,1.2576,105.51,2,7,5,2,74,0,0,0.853355507128071
ZINC000000897258,COc1ccc(C[C@@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1,344.411,2.2233,90.82,4,5,9,2,90,2,2,0.41360225768285
ZINC000247651495,O=[Si](O)O[Si](O)(O)O[Si](=O)O,216.282,-3.7448,133.52,4,6,4,0,28,0,0,0.352174369804226
ZINC000000005895,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,269.352,1.9118,49.74,1,4,5,3,75,0,0,0.769506228828002
ZINC000000895302,OCc1ccccc1,108.14,1.1789,20.23,1,1,1,1,30,0,0,0.572343611928752
ZINC000000057464,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,248.717,2.5238,77.82,2,4,2,2,61,0,0,0.856137149346395
ZINC000000121480,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,315.587,5.2908,41.13,2,1,2,2,63,0,0,0.776346361050118
ZINC000001530947,O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,258.233,0.0877999999999999,83.55,1,4,1,3,66,1,1,0.723358799985797
ZINC000000006016,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,277.408,3.0356,32.7,1,3,5,2,75,1,1,0.897682373141861
ZINC000003914809,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,392.58,4.4779,77.76,3,3,4,4,104,10,10,0.659162096020487
ZINC000000388081,NCCc1cnc[nH]1,111.148,-0.0891000000000003,54.7,2,2,2,1,29,0,0,0.560081635014732
ZINC000003871541,O=C1CN2Cc3c(ccc(Cl)c3Cl)NC2=N1,256.092,2.1171,44.7,1,3,0,3,53,0,0,0.772761225609027
ZINC000004577910,C[n+]1ccccc1/C=N/O,137.162,0.3192,36.47,1,2,1,1,37,0,0,0.25715750368282
ZINC000008214402,CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,384.586,4.164,69.64,2,4,14,1,98,1,1,0.472519032897644
ZINC000000537805,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)/N=C(\O)NC2CCCCC2)cc1,494.013,3.8461,117.09,3,4,8,3,118,0,0,0.379614486881269
ZINC000100003902,Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,513.677,5.95092000000001,63.05,1,5,8,5,135,4,4,0.473786196640125
ZINC000000005151,CCCN(CCc1cccs1)[C@@H]1CCc2c(O)cccc2C1,315.482,4.2657,23.47,1,3,6,3,83,1,1,0.860475041560368
ZINC000005844788,O[C@@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,405.441,2.3636,70.95,3,5,6,4,101,4,4,0.68846240126238
ZINC000001481815,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,373.368,3.7107,108.47,3,6,4,4,101,0,0,0.503162871340172
ZINC000001543475,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,287.216,-0.0512000000000001,136.38,3,7,5,2,64,1,1,0.650814276825914
ZINC000004658552,NCC(=O)O,75.067,-0.9703,63.32,2,2,1,0,15,0,0,0.421170887936547
ZINC000003794601,CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.399,3.81298,36.26,0,3,5,3,89,1,1,0.838866757242999
ZINC000118912450,C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,332.484,4.40100000000001,57.53,2,3,0,4,90,7,7,0.510421893612329
ZINC000019796080,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,379.435,3.6784,58.1,1,4,6,4,102,0,0,0.664951556404344
ZINC000252286877,C[C@@H]1/C=C/C=C/CC/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@H](O)[C@H](C(=O)O)[C@H](O)CC(=O)C[C@H](O)[C@H](O)CC[C@H](O)C[C@H](O)C[C@H](O)CC(=O)O[C@H](C)[C@H](C)[C@H]1O,926.107,0.778300000000006,327.45,12,17,3,2,225,18,18,0.17405243899236
ZINC000094566093,COc1cc2nc(N3CCN(C(=O)[C@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,451.483,1.7178,112.27,1,9,4,5,117,1,1,0.633464073435693
ZINC000001530769,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,339.479,4.2755,29.54,0,3,8,2,95,2,2,0.672557899626786
ZINC000000601229,CN1CCC[C@@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,381.907,4.2975,38.13,0,4,3,4,100,1,1,0.678552511607709
ZINC000000007673,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,250.298,0.453900000000001,67.43,2,3,6,1,64,1,1,0.770192057672424
ZINC000000968263,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,275.395,4.5538,3.24,0,1,3,3,83,0,0,0.677350408556771
ZINC000000085733,NC[C@@H](CC(=O)O)c1ccc(Cl)cc1,213.664,1.857,63.32,2,2,4,1,48,1,1,0.802631632760236
ZINC000000057313,CCc1cccc2c3c([nH]c12)[C@](CC)(CC(=O)O)OCC3,287.359,3.383,62.32,2,2,4,3,77,1,1,0.90578428817903
ZINC000100032379,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,242.666,0.28967,92.81,3,3,2,2,53,0,0,0.695943327774675
ZINC000028467879,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,554.592,-1.199,215.22,4,15,8,4,116,2,2,0.130680273401544
ZINC000008220909,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,665.733,0.119700000000003,230.99,7,13,3,4,161,14,14,0.156888874634877
ZINC000003978006,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,470.334,3.20212,112.74,2,6,4,4,99,3,3,0.660289548252613
ZINC000256097218,C[C@H](O)COC[C@@H]1O[C@@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@H](OC[C@H](C)O)[C@@H]1O[C@H]1O[C@@H](COC[C@@H](C)O)[C@H](OC[C@@H](C)O)[C@@H](OC[C@H](C)O)[C@@H]1OC[C@H](C)O,806.937,-2.15639999999998,263.37,8,19,28,2,182,18,18,0.0418851092038745
ZINC000030691754,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,451.914,4.13517,107.41,3,5,6,3,114,0,0,0.385453166097169
ZINC000019632912,CC(C)Cn1cnc2c(N)nc3ccccc3c21,240.31,2.8227,56.73,1,4,2,3,68,0,0,0.748970710973323
ZINC000001576892,CCCCCCc1ccc(O)cc1O,194.274,3.2206,40.46,2,2,5,1,52,0,0,0.706408248322596
ZINC000001280665,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,299.37,1.9333,38.77,0,4,1,5,81,4,4,0.79416686713872
ZINC000001482049,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,213.189,-0.4569,124.01,5,5,3,1,49,2,2,0.432760842758474
ZINC000004676424,COc1ccnc(C[S@@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,383.376,2.8843,86.33,1,6,7,3,87,1,1,0.675197520503064
ZINC000000004321,NS(=O)(=O)Cc1noc2ccccc12,212.23,0.6163,86.19,1,4,2,2,50,0,0,0.789957922728824
ZINC000000602632,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,435.285,4.7174,120.64,2,7,4,3,101,0,0,0.608453797043233
ZINC000000601301,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)N[C@@H](Cc1ccccc1)NS2(=O)=O,421.422,1.6254,118.36,3,5,3,3,92,1,1,0.696164973378691
ZINC000019632713,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,418.446,2.9708,117,1,8,8,2,104,1,1,0.296341952014269
ZINC000000967521,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,152.237,2.4017,17.07,0,1,0,2,42,2,2,0.520631018455888
ZINC000001554392,CCCCCCOC(=O)CCC(=O)CN,215.293,1.4179,69.39,1,4,9,0,53,0,0,0.466219456013906
ZINC000008034121,NCCS,77.152,-0.1251,26.02,2,2,1,0,13,0,0,0.419021391089909
ZINC000008214483,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,585.608,-8.42420000000002,331.94,13,17,10,3,129,16,16,0.113063794044575
ZINC000100052681,CC#CC[C@@H](C)[C@@H](O)/C=C/[C@@H]1[C@@H](O)C[C@@H]2C/C(=C/CCCC(=O)OCC(=O)c3ccccc3)C[C@H]21,478.629,4.88280000000001,83.83,2,5,11,3,130,6,6,0.155661690767497
ZINC000000002688,O=C(OC1C[C@@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,324.38,2.519,62.4,1,4,2,6,88,5,2,0.862400284305913
ZINC000003806721,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,299.37,1.5011,41.93,1,4,1,5,81,5,5,0.798144409666812
ZINC000002510358,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.273,1.7696,58.2,2,2,2,3,70,0,0,0.800194534536788
ZINC000017285869,CCCC[C@@H](CC)COC(=O)/C=C\c1ccc(OC)cc1,290.403,4.468,35.53,0,3,9,1,78,1,1,0.497064500171454
ZINC000008214625,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],227.085,-1.0201,157.11,0,9,8,0,39,0,0,0.373165924670519
ZINC000000002005,N=C(O)c1cnccn1,123.115,0.35997,69.86,2,3,1,1,31,0,0,0.418076813098274
ZINC000084843283,O=c1[nH]c2cc(Cl)ccc2o1,169.567,1.7745,46,1,2,0,2,36,0,0,0.653513515431403
